Unnamed: 0,MSE,PSNR,NMI,SSIM,Site,Session,SoftwareVersion,Temperature
0.0,0.0023401480205732,35.031205317686506,1.4902970258484185,0.983650214729566,,,,
0.0,0.0025315852042439,34.2001969555274,1.4801181900648797,0.9832248257552656,,,,
,0.0024133094715497,35.08388694614699,1.4928454114422718,0.9846419253155818,137-0007,2023-11-07 10_15_00,rc8.7.0_Beta1,0.0
0.0,0.0046382437459168,30.303741812612508,1.4143788142069589,0.9654919461301632,,,,
0.0,0.0025391133473085,34.514362176396084,1.4839780633934918,0.9830892774683267,,,,
0.0,0.0024270204710318,33.39128859762583,1.4667503556289907,0.9846798837894788,,,,
0.0,0.0026742894012095,33.692487259672006,1.4694659963687406,0.9784479881047998,,,,
0.0,0.0045472894393994,30.557870882282696,1.417896603245446,0.967161558259838,,,,
0.0,0.0023638717167419,34.45097200213831,1.4803632998614251,0.9830619225348992,,,,
0.0,0.0025556179387683,33.897290532040415,1.473386672707368,0.979266413272275,,,,
0.0,0.003165029150233,32.19890784886179,1.4469829402367016,0.9753231048228276,,,,
0.0,0.0023581614474305,34.917568009354284,1.4920261368131462,0.9842056591095236,,,,
0.0,0.0026060057394708,34.33229627227874,1.4813493548304093,0.9825747146052156,,,,
0.0,0.004318960994378,30.4647129556268,1.4178189529264145,0.9681454139615124,,,,
0.0,0.0025365785669756,33.35974212557777,1.4659792551726765,0.9811718806963768,,,,
0.0,0.0026494054899391,33.961479994649466,1.473220055285405,0.9838001886376084,,,,
0.0,0.0023710969718553,34.01608131809629,1.47529116474343,0.9830868504602148,,,,
0.0,0.0024644255248895,34.896365383152165,1.4907576036029038,0.9842070595917424,,,,
0.0,0.0028561457061395,32.92565407265493,1.4579664427223196,0.9770461584650468,,,,
0.0,0.004410680348737,30.434850533552563,1.4166775859080285,0.9676245582281878,,,,
0.0,0.0025696322075054,33.735240483790434,1.4707300776165473,0.9842360751936188,,,,
0.0,0.0024561829845971,34.852833524902785,1.490786967965072,0.9836210411627374,,,,
0.0,0.0024722362946022,33.72157126335193,1.4697105366999834,0.9850669777809778,,,,
0.0,0.0025573602146824,34.16994474714442,1.4765524624413793,0.9812083188167238,,,,
,0.0032861897896003,32.48911039279755,1.4472691596248226,0.976163398832816,137-0030,2024-02-12 15_54_47,8.7.0,
,0.0024270204710318,33.39128859762583,1.4667503556289907,0.9846798837894788,137-0030,2024-02-13 14_46_30,8.7.0,
,0.0024722362946022,33.72157126335193,1.4697105366999834,0.9850669777809778,137-0030,2024-02-14 14_51_36,8.7.0,
,0.0024216246941959,33.35213133221271,1.4666691998508463,0.9847213372814512,137-0030,2024-02-15 09_48_28,8.7.0,
,0.0026899070082829,33.09758170885887,1.4609355129237802,0.9836168500932504,137-0030,2024-02-16 08_59_54,8.7.0,
,0.0025775029219977,34.60318173134688,1.4849258873364974,0.982509246180944,137-0004,2023-06-29 10_07_51,rc8.7.0_Beta1,
,0.0025775029219977,34.60318173134688,1.4849258873364974,0.982509246180944,137-0004,2023-06-29 10_07_51,rc8.7.0_Beta1,
,0.0025515302438459,34.56351004791501,1.484852239930651,0.9829969678287296,137-0004,2023-07-05 07_55_34,rc8.7.0_Beta1,20.0
,0.0025515302438459,34.56351004791501,1.484852239930651,0.9829969678287296,137-0004,2023-07-05 07_55_34,rc8.7.0_Beta1,20.0
,0.0027724615364873,33.96567851549392,1.4750467531597382,0.9813136327536968,137-0004,2023-07-06 12_23_47,rc8.7.0_Beta1,
,0.0027724615364873,33.96567851549392,1.4750467531597382,0.9813136327536968,137-0004,2023-07-06 12_23_47,rc8.7.0_Beta1,
,0.0025948400089408,34.33954273727622,1.4814332573442408,0.9825198984154234,137-0004,2023-07-10 09_27_16,rc8.7.0_Beta1,
,0.0025948400089408,34.33954273727622,1.4814332573442408,0.9825198984154234,137-0004,2023-07-10 09_27_16,rc8.7.0_Beta1,
,0.0026060057394708,34.33229627227874,1.4813493548304093,0.9825747146052156,137-0004,2023-07-17 15_08_19,rc8.7.0_Beta1,
,0.0026060057394708,34.33229627227874,1.4813493548304093,0.9825747146052156,137-0004,2023-07-17 15_08_19,rc8.7.0_Beta1,
,0.002563528550122,34.586134738406855,1.484834864347753,0.9827997539786492,137-0004,2023-08-14 13_22_23,rc8.7.0_Beta1,
,0.002563528550122,34.586134738406855,1.484834864347753,0.9827997539786492,137-0004,2023-08-14 13_22_23,rc8.7.0_Beta1,
,0.0025502530469236,34.46048390348252,1.483351202034724,0.983332442363788,137-0004,2023-08-21 08_19_45,rc8.7.0_Beta1,
,0.0025502530469236,34.46048390348252,1.483351202034724,0.983332442363788,137-0004,2023-08-21 08_19_45,rc8.7.0_Beta1,
,0.0028587201417308,34.02966696349596,1.4752163817641364,0.980594073817219,137-0004,2023-08-23 10_47_50,rc8.7.0_Beta1,20.0
,0.0028587201417308,34.02966696349596,1.4752163817641364,0.980594073817219,137-0004,2023-08-23 10_47_50,rc8.7.0_Beta1,20.0
,0.002510143248632,34.236609702175095,1.4808095893496938,0.9831203255720624,137-0004,2023-08-24 08_46_10,rc8.7.0_Beta1,
,0.002510143248632,34.236609702175095,1.4808095893496938,0.9831203255720624,137-0004,2023-08-24 08_46_10,rc8.7.0_Beta1,
,0.002519929837838,34.62869128667781,1.4857875929931477,0.9831895566733873,137-0004,2023-08-25 10_24_39,rc8.7.0_Beta1,
,0.002519929837838,34.62869128667781,1.4857875929931477,0.9831895566733873,137-0004,2023-08-25 10_24_39,rc8.7.0_Beta1,
,0.0029003846337271,33.90418102396862,1.4745661214971617,0.980329948725743,137-0004,2023-08-28 08_31_12,rc8.7.0_Beta1,
,0.0029003846337271,33.90418102396862,1.4745661214971617,0.980329948725743,137-0004,2023-08-28 08_31_12,rc8.7.0_Beta1,
,0.0025391133473085,34.514362176396084,1.4839780633934918,0.9830892774683267,137-0004,2023-08-30 08_54_31,rc8.7.0_Beta1,
,0.0025391133473085,34.514362176396084,1.4839780633934918,0.9830892774683267,137-0004,2023-08-30 08_54_31,rc8.7.0_Beta1,
,0.0026627684683065,34.19061079913586,1.479097011261468,0.9818500952181376,137-0004,2023-08-31 08_38_46,rc8.7.0_Beta1,
,0.0026627684683065,34.19061079913586,1.479097011261468,0.9818500952181376,137-0004,2023-08-31 08_38_46,rc8.7.0_Beta1,
,0.0025815468664598,34.56740141956977,1.484570433785932,0.9827110464892276,137-0004,2023-09-01 08_54_03,rc8.7.0_Beta1,
,0.0025815468664598,34.56740141956977,1.484570433785932,0.9827110464892276,137-0004,2023-09-01 08_54_03,rc8.7.0_Beta1,
,0.0028280443820619,34.7552638705313,1.485359902791756,0.981424707018902,137-0004,2024-01-15 08_56_27,rc8.7.0_Beta1,
,0.0028280443820619,34.7552638705313,1.485359902791756,0.981424707018902,137-0004,2024-01-15 08_56_27,rc8.7.0_Beta1,
,0.0027440826652855,34.59512675412502,1.4829404083793964,0.9819967857830244,137-0004,2024-01-17 09_56_33,rc8.7.0_Beta1,
,0.0027440826652855,34.59512675412502,1.4829404083793964,0.9819967857830244,137-0004,2024-01-17 09_56_33,rc8.7.0_Beta1,
,0.0027718481131283,34.26965607177771,1.4786553389022334,0.9814362213965732,137-0004,2024-01-18 08_11_40,rc8.7.0_Beta1,
,0.0027718481131283,34.26965607177771,1.4786553389022334,0.9814362213965732,137-0004,2024-01-18 08_11_40,rc8.7.0_Beta1,
,0.0026994037606121,33.998839749142235,1.474774700035666,0.9796462865331158,137-0004,2024-01-19 08_36_20,rc8.7.0_Beta1,
,0.0026994037606121,33.998839749142235,1.474774700035666,0.9796462865331158,137-0004,2024-01-19 08_36_20,rc8.7.0_Beta1,
,0.0026617449645062,34.37658902291544,1.4802641113360238,0.9808338815501548,137-0004,2024-02-26 10_02_03,rc8.7.0_Beta1,
,0.0026617449645062,34.37658902291544,1.4802641113360238,0.9808338815501548,137-0004,2024-02-26 10_02_03,rc8.7.0_Beta1,
,0.0025995458261424,34.523176849726134,1.4830106291150582,0.9817184296303858,137-0004,2024-02-27 07_55_02,rc8.7.0_Beta1,
,0.0025995458261424,34.523176849726134,1.4830106291150582,0.9817184296303858,137-0004,2024-02-27 07_55_02,rc8.7.0_Beta1,
,0.0026280560763754,34.29554262716918,1.479301569622537,0.9812789722994972,137-0004,2024-02-29 08_20_02,rc8.7.0_Beta1,
,0.0026280560763754,34.29554262716918,1.479301569622537,0.9812789722994972,137-0004,2024-02-29 08_20_02,rc8.7.0_Beta1,
0.0,0.0024776492476586,35.1589471589742,1.488729071946262,0.9820642772938192,,,,
0.0,0.0026893833801362,32.99586889469532,1.456753558783501,0.9840620041131036,,,,
0.0,0.0025291311852732,34.68997162037204,1.4823285020715995,0.9849529203726518,,,,
0.0,0.0027915767821702,33.40813254586574,1.4647200333273582,0.9831988756639932,,,,
0.0,0.0028994322484392,33.66857454162845,1.467137503803532,0.9757378568070978,,,,
0.0,0.0024216246941959,33.35213133221271,1.4666691998508463,0.9847213372814512,,,,
0.0,0.0026994037606121,33.998839749142235,1.474774700035666,0.9796462865331158,,,,
0.0,0.002563528550122,34.586134738406855,1.484834864347753,0.9827997539786492,,,,
0.0,0.0027314060759136,33.65725830415403,1.467745060173601,0.9777409517239374,,,,
0.0,0.0025038753942683,33.991760515892494,1.47306269697853,0.9828805811598568,,,,
0.0,0.00234109173125,33.52902755737891,1.4702054805301894,0.9824071976633182,,,,
0.0,0.0023503987958858,35.273443992262926,1.496944076783187,0.9844857068391412,,,,
,0.0042920170798239,30.48882427061904,1.4180195816853316,0.9677532647191422,137-0027,2024-03-05 09_22_47,8.6.1,23.0
,0.0042920170798239,30.48882427061904,1.4180195816853316,0.9677532647191422,137-0027,2024-03-05 09_22_47,8.6.1,23.0
,0.0043168204291868,30.79152858754108,1.4223673893674451,0.969192126406404,137-0027,2024-03-04 09_53_13,8.6.1,23.0
,0.0043168204291868,30.79152858754108,1.4223673893674451,0.969192126406404,137-0027,2024-03-04 09_53_13,8.6.1,23.0
,0.0042468523521657,30.6303697037157,1.4205487675243194,0.9687767629735592,137-0027,2024-03-06 13_25_26,8.6.1,23.0
,0.0042468523521657,30.6303697037157,1.4205487675243194,0.9687767629735592,137-0027,2024-03-06 13_25_26,8.6.1,23.0
,0.0043833856440847,30.28408780461557,1.4171961351458284,0.9679136598318948,137-0027,2024-03-07 09_22_15,8.6.1,23.0
,0.0043833856440847,30.28408780461557,1.4171961351458284,0.9679136598318948,137-0027,2024-03-07 09_22_15,8.6.1,23.0
,0.004318960994378,30.4647129556268,1.4178189529264145,0.9681454139615124,137-0027,2024-03-11 09_29_01,8.6.1,23.0
,0.004318960994378,30.4647129556268,1.4178189529264145,0.9681454139615124,137-0027,2024-03-11 09_29_01,8.6.1,23.0
,0.0040270484226914,30.65515211910405,1.4223786977940096,0.9706841380282684,137-0027,2024-03-13 10_10_45,8.6.1,23.0
,0.0040270484226914,30.65515211910405,1.4223786977940096,0.9706841380282684,137-0027,2024-03-13 10_10_45,8.6.1,23.0
,0.0062260851166193,29.084122370481925,1.3934064796511598,0.9547318770634616,137-0027,2023-11-07 11_36_43,8.6.1,25.0
,0.0062260851166193,29.084122370481925,1.3934064796511598,0.9547318770634616,137-0027,2023-11-07 11_36_43,8.6.1,25.0
,0.0045472894393994,30.557870882282696,1.417896603245446,0.967161558259838,137-0027,2024-03-20 14_10_45,8.6.1,23.0
,0.0045472894393994,30.557870882282696,1.417896603245446,0.967161558259838,137-0027,2024-03-20 14_10_45,8.6.1,23.0
,0.0041892250515078,30.4095881039342,1.4189776133325966,0.9686754636414476,137-0027,2024-03-21 13_30_21,8.6.1,23.0
,0.0041892250515078,30.4095881039342,1.4189776133325966,0.9686754636414476,137-0027,2024-03-21 13_30_21,8.6.1,23.0
,0.0040679979227698,30.631386885941737,1.4218313248607155,0.971593551163698,137-0027,2024-03-25 09_15_22,8.6.1,23.0
,0.0040679979227698,30.631386885941737,1.4218313248607155,0.971593551163698,137-0027,2024-03-25 09_15_22,8.6.1,23.0
,0.0054254196427561,29.45694875868548,1.402316820027049,0.9620032089866596,137-0027,2023-10-12 16_10_14,8.6.1,23.0
,0.0054254196427561,29.45694875868548,1.402316820027049,0.9620032089866596,137-0027,2023-10-12 16_10_14,8.6.1,23.0
,0.005218788476317,29.84283986159189,1.406456381484667,0.9613167491196856,137-0027,2024-04-01 09_14_15,8.6.1,23.0
,0.005218788476317,29.84283986159189,1.406456381484667,0.9613167491196856,137-0027,2024-04-01 09_14_15,8.6.1,23.0
,0.0041692040366973,30.608611223301683,1.4206282241666734,0.9700172359964052,137-0027,2024-04-03 09_04_47,8.6.1,23.0
,0.0041692040366973,30.608611223301683,1.4206282241666734,0.9700172359964052,137-0027,2024-04-03 09_04_47,8.6.1,23.0
,0.0043357298564802,29.85188073659604,1.411327169164478,0.9681423711340916,137-0027,2024-04-08 10_09_08,8.6.1,23.0
,0.0043357298564802,29.85188073659604,1.411327169164478,0.9681423711340916,137-0027,2024-04-08 10_09_08,8.6.1,23.0
,0.004410680348737,30.434850533552563,1.4166775859080285,0.9676245582281878,137-0027,2024-04-15 10_59_11,8.6.1,23.0
